OSEBuildingID,BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFABuilding,ENERGYSTARScore,SiteEnergyUse,SteamUse,Electricity,NaturalGas,OtherFuelUse,GHGEmissions,BuildingAge,IsSteamUser,IsElectricityUser,IsNaturalGasUser,IsOtherFuelUser,NumberOfUsedEnergies,MostUsedEnergy,GatheredPrimaryPropertyType,LogSiteEnergyUse,LogGHGEmissions
3,NonResidential,Hotel,DOWNTOWN,1969,1.0,41.0,961990.0,18.0,73130656.0,19660404.0,49762435.0,3709900.0,0.0,2061.48,46,1.0,1.0,1.0,0.0,3.0,Electricity,Hotel,18.10775822120787,7.631664421192123
5,NonResidential,Hotel,DOWNTOWN,1926,1.0,10.0,61320.0,1.0,28229320.0,23458518.0,2769023.0,2001894.0,0.0,1936.34,89,1.0,1.0,1.0,0.0,3.0,Steam,Hotel,17.15587174751391,7.569071177172371
8,NonResidential,Hotel,DOWNTOWN,1980,1.0,18.0,107430.0,67.0,14829099.0,0.0,6066245.0,8763105.0,0.0,507.7,35,0.0,1.0,1.0,0.0,2.0,NaturalGas,Hotel,16.512102024477525,6.231858451828719
19,NonResidential,Hotel,DOWNTOWN,1922,1.0,11.0,67390.0,14.0,10711451.0,4403788.0,4089407.0,2218425.0,0.0,486.25,93,1.0,1.0,1.0,0.0,3.0,Steam,Hotel,16.186824007464267,6.18877733838767
25,NonResidential,Hotel,DOWNTOWN,1916,1.0,10.0,104352.0,83.0,7845112.0,3205497.0,1790665.0,2849024.0,0.0,411.22,99,1.0,1.0,1.0,0.0,3.0,Steam,Hotel,15.875401348124564,6.0215571874151514
26,NonResidential,Other,DOWNTOWN,1916,1.0,10.0,540360.0,67.0,53332648.0,0.0,26798906.0,26534856.0,0.0,1596.08,99,0.0,1.0,1.0,0.0,2.0,Electricity,Other,17.79205925319767,7.375932240886465
30,NonResidential,University,DOWNTOWN,1928,1.0,7.0,126593.0,,9791557.0,0.0,4582663.0,5209084.0,0.0,308.6,87,0.0,1.0,1.0,0.0,2.0,NaturalGas,Education,16.097031143826566,5.735281141715572
34,SPS-District K-12,K-12 School,CENTRAL,1955,1.0,1.0,126351.0,57.0,6283226.0,0.0,1933106.0,4350200.0,0.0,244.51,60,0.0,1.0,1.0,0.0,2.0,NaturalGas,Education,15.653394259970064,5.5033376796025575
37,SPS-District K-12,K-12 School,MAGNOLIA / QUEEN ANNE,1989,1.0,2.0,51582.0,94.0,1472548.0,0.0,1472609.0,0.0,0.0,10.27,26,0.0,1.0,0.0,0.0,1.0,Electricity,Education,14.202505470694458,2.422144328051685
41,NonResidential,Self-Storage Facility,NORTHEAST,1955,1.0,2.0,126394.0,77.0,306721.0,0.0,272732.0,34000.0,0.0,3.71,60,0.0,1.0,1.0,0.0,2.0,Electricity,Self-Storage Facility,12.633697078863324,1.5496879080283263
46,NonResidential,Distribution Center,GREATER DUWAMISH,1961,7.0,2.0,714095.0,1.0,47843892.0,0.0,47845869.0,0.0,0.0,333.54,54,0.0,1.0,0.0,0.0,1.0,Electricity,Distribution Center,17.68345403971391,5.812756453883862
53,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1900,1.0,2.0,52554.0,93.0,2137686.0,0.0,1226016.0,911721.0,0.0,56.97,115,0.0,1.0,1.0,0.0,2.0,Electricity,Office,14.575234961346547,4.059925635351641
59,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1910,1.0,8.0,59400.0,,3915947.0,0.0,3916108.0,0.0,0.0,27.3,105,0.0,1.0,0.0,0.0,1.0,Electricity,Office,15.180568003688398,3.342861804649192
62,NonResidential,Hotel,DOWNTOWN,1930,1.0,20.0,88591.0,46.0,6175812.0,0.0,5422999.0,753040.0,0.0,77.8,85,0.0,1.0,1.0,0.0,2.0,Electricity,Hotel,15.636151091730937,4.366912996863833
89,NonResidential,Medical Office,EAST,1965,1.0,3.0,179014.0,48.0,18868768.0,0.0,9501003.0,9368159.0,0.0,563.78,50,0.0,1.0,1.0,0.0,2.0,Electricity,Medical and Care,16.753018679392724,6.336436274787184
96,NonResidential,Mixed Use Property,EAST,1983,1.0,6.0,169107.0,,15240688.0,4816083.0,10425038.0,0.0,0.0,444.42,32,1.0,1.0,0.0,0.0,2.0,Electricity,Mixed Use Property,16.53947931717459,6.099017657272704
103,Nonresidential COS,Other,MAGNOLIA / QUEEN ANNE,1962,1.0,1.0,129000.0,,29337400.0,8560000.0,14312992.0,0.0,6464408.0,760.51,53,1.0,1.0,0.0,1.0,3.0,Electricity,Other,17.194373744615056,6.6353033042253555
104,Nonresidential COS,Other,MAGNOLIA / QUEEN ANNE,1962,1.0,1.0,91213.0,,5069854.0,1270000.0,3622005.0,0.0,177849.0,123.28,53,1.0,1.0,0.0,1.0,3.0,Electricity,Other,15.438822775552866,4.822537084524846
106,Nonresidential COS,Other,MAGNOLIA / QUEEN ANNE,1938,1.0,5.0,396085.0,,27185096.0,10951000.0,7964427.0,0.0,8269669.0,900.81,77,1.0,1.0,0.0,1.0,3.0,Steam,Other,17.11817947669999,6.804403854858746
110,Nonresidential COS,Other,MAGNOLIA / QUEEN ANNE,1962,1.0,2.0,49680.0,,2632472.0,1145000.0,1149520.0,0.0,337952.0,96.39,53,1.0,1.0,0.0,1.0,3.0,Electricity,Other,14.783434266527413,4.578723535973108
112,Nonresidential COS,Other,MAGNOLIA / QUEEN ANNE,1928,1.0,2.0,262048.0,,20828130.0,3900000.0,13983710.0,0.0,2944419.0,398.51,87,1.0,1.0,0.0,1.0,3.0,Electricity,Other,16.85181508285529,5.9902387961821635
113,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1986,1.0,2.0,63888.0,,4329966.0,0.0,4330148.0,0.0,0.0,30.19,29,0.0,1.0,0.0,0.0,1.0,Electricity,Office,15.281070478702517,3.440097530619712
116,NonResidential,Hotel,MAGNOLIA / QUEEN ANNE,2002,1.0,6.0,80804.0,52.0,5061274.0,0.0,2820414.0,2240976.0,0.0,138.68,13,0.0,1.0,1.0,0.0,2.0,Electricity,Hotel,15.437128985807542,4.939354092091292
117,NonResidential,Hotel,NORTHEAST,1962,1.0,4.0,50017.0,51.0,5570472.0,0.0,2156751.0,3413811.0,0.0,196.34,53,0.0,1.0,1.0,0.0,2.0,NaturalGas,Hotel,15.532990527508089,5.28492812942902
118,SPS-District K-12,K-12 School,DELRIDGE,1999,1.0,3.0,74468.0,85.0,1857329.0,0.0,1591795.0,265600.0,0.0,25.2,16,0.0,1.0,1.0,0.0,2.0,Electricity,Education,14.434650530524388,3.265759410767051
119,NonResidential,K-12 School,EAST,1923,1.0,3.0,67743.0,43.0,2303288.0,0.0,1265357.0,1037984.0,0.0,63.95,92,0.0,1.0,1.0,0.0,2.0,Electricity,Education,14.64984865942307,4.173617743116608
122,SPS-District K-12,K-12 School,SOUTHEAST,1991,1.0,2.0,58933.0,71.0,2150120.0,0.0,2150209.0,0.0,0.0,14.99,24,0.0,1.0,0.0,0.0,1.0,Electricity,Education,14.581034677590006,2.771963526845863
127,SPS-District K-12,K-12 School,SOUTHEAST,1989,1.0,3.0,59955.0,94.0,1521329.0,0.0,1424088.0,97300.0,0.0,15.1,26,0.0,1.0,1.0,0.0,2.0,Electricity,Education,14.23509551023312,2.7788192719904172
140,SPS-District K-12,K-12 School,LAKE UNION,1991,1.0,3.0,66588.0,75.0,2033074.0,0.0,2033159.0,0.0,0.0,14.17,24,0.0,1.0,0.0,0.0,1.0,Electricity,Education,14.525059983223672,2.719319793360441
145,Nonresidential COS,Other,DOWNTOWN,1998,1.0,6.0,284100.0,,14169301.0,3123280.0,10609812.0,436649.0,0.0,338.23,17,1.0,1.0,1.0,0.0,3.0,Electricity,Other,16.466588351455716,5.8266783434030875
147,NonResidential,Hospital,BALLARD,1954,1.0,5.0,285333.0,28.0,63362516.0,0.0,32311985.0,31051872.0,0.0,1874.42,61,0.0,1.0,1.0,0.0,2.0,Electricity,Medical and Care,17.9643830300602,7.536587913320257
163,Nonresidential COS,Other,DOWNTOWN,2006,1.0,4.0,61156.0,,10434387.0,0.0,7222692.0,3211996.0,0.0,220.94,9,0.0,1.0,1.0,0.0,2.0,Electricity,Other,16.16061744799538,5.402407075072418
167,NonResidential,Other,DOWNTOWN,1910,1.0,4.0,72820.0,,2076630.0,0.0,1458801.0,617890.0,0.0,42.99,105,0.0,1.0,1.0,0.0,2.0,Electricity,Other,14.546257426988163,3.7839623353606284
170,NonResidential,University,EAST,1915,1.0,3.0,63330.0,,2755578.0,0.0,1863973.0,891682.0,0.0,60.35,100,0.0,1.0,1.0,0.0,2.0,Electricity,Education,14.829138141827315,4.116595171156921
172,Campus,University,DELRIDGE,1970,1.0,2.0,441071.0,,37430780.0,0.0,24886028.0,12545788.0,0.0,839.79,45,0.0,1.0,1.0,0.0,2.0,Electricity,Education,17.438003945278744,6.73434192605719
187,NonResidential,Other,CENTRAL,1971,1.0,6.0,250981.0,,13901935.0,3994742.0,9449227.0,458359.0,0.0,398.56,44,1.0,1.0,1.0,0.0,3.0,Electricity,Other,16.44753866897782,5.990363941663949
198,NonResidential,Hospital,NORTHEAST,1953,1.0,10.0,879000.0,13.0,251191824.0,0.0,114748139.0,136448438.0,0.0,8046.7,62,0.0,1.0,1.0,0.0,2.0,NaturalGas,Medical and Care,19.34172744823895,8.993141615302791
209,NonResidential,Self-Storage Facility,EAST,1910,1.0,5.0,84870.0,,1136698.0,0.0,433875.0,702841.0,0.0,40.35,105,0.0,1.0,1.0,0.0,2.0,NaturalGas,Self-Storage Facility,13.943639005934818,3.7220724214697003
215,NonResidential,Non-Refrigerated Warehouse,GREATER DUWAMISH,1904,1.0,4.0,114297.0,67.0,1738724.0,0.0,854011.0,884748.0,0.0,52.94,111,0.0,1.0,1.0,0.0,2.0,NaturalGas,Warehouse,14.368662643971204,3.987872317711584
217,SPS-District K-12,K-12 School,BALLARD,1959,1.0,1.0,160270.0,79.0,5674450.0,0.0,1936530.0,3738000.0,0.0,212.02,56,0.0,1.0,1.0,0.0,2.0,NaturalGas,Education,15.55148437656401,5.36138605801502
220,NonResidential,Non-Refrigerated Warehouse,GREATER DUWAMISH,1937,1.0,1.0,234144.0,82.0,7370743.0,0.0,1541206.0,5829600.0,0.0,320.35,78,0.0,1.0,1.0,0.0,2.0,NaturalGas,Warehouse,15.813029208866904,5.772530871817295
227,SPS-District K-12,K-12 School,CENTRAL,1963,1.0,3.0,136188.0,67.0,5436057.0,0.0,2388755.0,3047400.0,0.0,178.5,52,0.0,1.0,1.0,0.0,2.0,NaturalGas,Education,15.50856472380626,5.190175207928333
230,NonResidential,Self-Storage Facility,SOUTHWEST,1969,1.0,2.0,52088.0,,1186800.0,0.0,509226.0,677596.0,0.0,39.54,46,0.0,1.0,1.0,0.0,2.0,NaturalGas,Self-Storage Facility,13.986772010000404,3.702289141023854
231,SPS-District K-12,K-12 School,LAKE UNION,2010,1.0,3.0,127776.0,81.0,4213726.0,0.0,3615976.0,597900.0,0.0,56.96,5,0.0,1.0,1.0,0.0,2.0,Electricity,Education,15.253858087194537,4.059753117452481
233,Nonresidential COS,Other,LAKE UNION,1900,1.0,1.0,58000.0,,7338511.0,0.0,3644232.0,3694428.0,0.0,221.62,115,0.0,1.0,1.0,0.0,2.0,NaturalGas,Other,15.808646655243608,5.405466282065079
234,Nonresidential COS,Non-Refrigerated Warehouse,MAGNOLIA / QUEEN ANNE,1926,1.0,2.0,50292.0,,715446.0,0.0,715475.0,0.0,0.0,4.99,89,0.0,1.0,0.0,0.0,1.0,Electricity,Warehouse,13.48066280116095,1.7900914121273581
238,Nonresidential COS,Small- and Mid-Sized Office,NORTHWEST,1957,1.0,2.0,85017.0,40.0,9146727.0,0.0,6915309.0,2231705.0,0.0,166.73,58,0.0,1.0,1.0,0.0,2.0,Electricity,Office,16.028906777670727,5.1223555437066635
242,SPS-District K-12,K-12 School,NORTH,1989,1.0,2.0,52792.0,98.0,1227290.0,0.0,1227341.0,0.0,0.0,8.56,26,0.0,1.0,0.0,0.0,1.0,Electricity,Education,14.020319859388337,2.25758772706331
243,SPS-District K-12,K-12 School,GREATER DUWAMISH,1925,1.0,1.0,70762.0,95.0,2933003.0,0.0,364295.0,2568723.0,0.0,138.96,90,0.0,1.0,1.0,0.0,2.0,NaturalGas,Education,14.891537711749997,4.9413566674994875
244,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,3.0,56456.0,83.0,1527917.0,0.0,1183443.0,344523.0,0.0,26.55,115,0.0,1.0,1.0,0.0,2.0,Electricity,Office,14.239416582347124,3.3160025355989236
248,Nonresidential COS,Non-Refrigerated Warehouse,GREATER DUWAMISH,1965,1.0,2.0,50000.0,,4116805.0,0.0,4116974.0,0.0,0.0,28.7,50,0.0,1.0,0.0,0.0,1.0,Electricity,Warehouse,15.230588177951228,3.391147045808654
257,NonResidential,Non-Refrigerated Warehouse,GREATER DUWAMISH,1916,1.0,4.0,79600.0,55.0,1786986.0,0.0,1787060.0,0.0,0.0,12.46,99,0.0,1.0,0.0,0.0,1.0,Electricity,Warehouse,14.396041519352933,2.599722324216582
261,Campus,Large Office,GREATER DUWAMISH,1980,16.0,2.0,302494.0,,52273792.0,0.0,44866796.0,7408855.0,0.0,706.26,35,0.0,1.0,1.0,0.0,2.0,Electricity,Office,17.77200571358151,6.561398349353546
264,NonResidential,Mixed Use Property,MAGNOLIA / QUEEN ANNE,2002,1.0,4.0,71606.0,,10608788.0,0.0,10228437.0,380776.0,0.0,91.53,13,0.0,1.0,1.0,0.0,2.0,Electricity,Mixed Use Property,16.177193366469943,4.527532916260939
268,NonResidential,Hospital,CENTRAL,1990,1.0,5.0,597519.0,45.0,137635696.0,0.0,56016106.0,81621919.0,0.0,4725.43,25,0.0,1.0,1.0,0.0,2.0,NaturalGas,Medical and Care,18.740120875690536,8.460925439642576
274,NonResidential,Non-Refrigerated Warehouse,LAKE UNION,1991,1.0,3.0,67236.0,91.0,516216.0,0.0,406533.0,109700.0,0.0,8.66,24,0.0,1.0,1.0,0.0,2.0,Electricity,Warehouse,13.15428249869609,2.2679936482244267
276,NonResidential,Hospital,EAST,2000,1.0,8.0,1158691.0,30.0,295812640.0,122701720.0,170891586.0,2226424.0,0.0,10780.64,15,1.0,1.0,1.0,0.0,3.0,Electricity,Medical and Care,19.505236842283914,9.285599966472553
281,NonResidential,K-12 School,NORTHEAST,1928,1.0,2.0,55653.0,84.0,2003474.0,0.0,10580.0,1992894.0,0.0,105.92,87,0.0,1.0,1.0,0.0,2.0,NaturalGas,Education,14.510393730817269,4.672080891270718
302,NonResidential,Other,MAGNOLIA / QUEEN ANNE,1973,1.0,1.0,76086.0,,2903161.0,0.0,1591782.0,1311445.0,0.0,80.75,42,0.0,1.0,1.0,0.0,2.0,Electricity,Other,14.8813110457901,4.403665809777363
313,NonResidential,Medical Office,MAGNOLIA / QUEEN ANNE,1927,1.0,5.0,151000.0,7.0,19816686.0,0.0,14760126.0,5057172.0,0.0,371.48,88,0.0,1.0,1.0,0.0,2.0,Electricity,Medical and Care,16.80203491850476,5.920183345103019
318,NonResidential,Other,DOWNTOWN,1900,1.0,1.0,62900.0,,6366808.0,0.0,2755434.0,3611488.0,0.0,211.01,115,0.0,1.0,1.0,0.0,2.0,NaturalGas,Other,15.666608960119799,5.356633443370873
319,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1914,1.0,4.0,40000.0,98.0,1372706.0,509178.0,863565.0,0.0,0.0,45.32,101,1.0,1.0,0.0,0.0,2.0,Electricity,Office,14.13229526066581,3.83557383326474
320,NonResidential,Non-Refrigerated Warehouse,GREATER DUWAMISH,2008,1.0,4.0,203504.0,72.0,3780078.0,0.0,3780233.0,0.0,0.0,26.35,7,0.0,1.0,0.0,0.0,1.0,Electricity,Warehouse,15.14525546684828,3.3087165288679903
322,NonResidential,Large Office,DOWNTOWN,1968,1.0,3.0,74003.0,34.0,10273140.0,0.0,10273566.0,0.0,0.0,71.62,47,0.0,1.0,0.0,0.0,1.0,Electricity,Office,16.14504337740354,4.28524036598619
323,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1981,1.0,4.0,62108.0,59.0,4829951.0,0.0,4224467.0,605658.0,0.0,61.62,34,0.0,1.0,1.0,0.0,2.0,Electricity,Office,15.390347087691175,4.1370847158982595
325,NonResidential,Retail Store,DOWNTOWN,1989,1.0,4.0,111077.0,91.0,9898724.0,0.0,9899135.0,0.0,0.0,69.01,26,0.0,1.0,0.0,0.0,1.0,Electricity,Store,16.10791651893216,4.248638088989106
347,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1950,1.0,6.0,89699.0,,2373031.0,604443.0,1768662.0,0.0,0.0,58.99,65,1.0,1.0,0.0,0.0,2.0,Electricity,Office,14.679679020367011,4.094177881665002
350,NonResidential,Large Office,DOWNTOWN,1958,1.0,6.0,146922.0,,41092076.0,0.0,39524406.0,1569312.0,0.0,358.88,57,0.0,1.0,1.0,0.0,2.0,Electricity,Office,17.531325887160595,5.885770642548918
355,NonResidential,Large Office,DOWNTOWN,1973,1.0,42.0,446184.0,79.0,37527176.0,2668771.0,34859838.0,0.0,0.0,449.01,42,1.0,1.0,0.0,0.0,2.0,Electricity,Office,17.44057594845791,6.109269804739678
357,Nonresidential COS,Large Office,DOWNTOWN,1990,1.0,63.0,1035787.0,82.0,64715652.0,0.0,64696526.0,21804.0,0.0,452.16,25,0.0,1.0,1.0,0.0,2.0,Electricity,Office,17.98551366220412,6.116245264005288
366,NonResidential,Small- and Mid-Sized Office,NORTHEAST,1961,1.0,5.0,99005.0,63.0,5814165.0,0.0,2836552.0,2977731.0,0.0,177.92,54,0.0,1.0,1.0,0.0,2.0,NaturalGas,Office,15.57580791146495,5.186938778564647
371,NonResidential,Large Office,DOWNTOWN,2000,1.0,11.0,185760.0,85.0,9796649.0,0.0,9680526.0,116524.0,0.0,73.67,15,0.0,1.0,1.0,0.0,2.0,Electricity,Office,16.097551048466613,4.3130784050476105
374,NonResidential,Mixed Use Property,DOWNTOWN,1980,1.0,4.0,65497.0,,7004126.0,0.0,6412564.0,591829.0,0.0,76.13,35,0.0,1.0,1.0,0.0,2.0,Electricity,Mixed Use Property,15.762010104719204,4.345492309945908
376,NonResidential,Large Office,DOWNTOWN,2002,1.0,6.0,203880.0,80.0,13010612.0,0.0,12176535.0,834582.0,0.0,129.21,13,0.0,1.0,1.0,0.0,2.0,Electricity,Office,16.38127596698053,4.869148531740637
377,NonResidential,Large Office,DOWNTOWN,1947,1.0,3.0,144118.0,,5240296.0,0.0,5233983.0,6530.0,0.0,36.83,68,0.0,1.0,1.0,0.0,2.0,Electricity,Office,15.471888734080322,3.6331024386449378
379,NonResidential,Large Office,DOWNTOWN,1984,1.0,8.0,191117.0,17.0,22388122.0,0.0,22389051.0,0.0,0.0,156.08,31,0.0,1.0,0.0,0.0,1.0,Electricity,Office,16.924041152992945,5.056755229709809
383,NonResidential,Large Office,DOWNTOWN,1912,1.0,42.0,304346.0,82.0,19609472.0,1002406.0,10140121.0,8467367.0,0.0,597.76,103,1.0,1.0,1.0,0.0,3.0,Electricity,Office,16.79152332376756,6.394860850047035
384,NonResidential,Non-Refrigerated Warehouse,GREATER DUWAMISH,1977,1.0,1.0,128800.0,97.0,1869575.0,0.0,365596.0,1503994.0,0.0,82.43,38,0.0,1.0,1.0,0.0,2.0,NaturalGas,Warehouse,14.441222225153915,4.424007956913983
385,NonResidential,Large Office,DOWNTOWN,1927,1.0,8.0,321945.0,79.0,12745839.0,2525387.0,10220876.0,0.0,0.0,266.18,88,1.0,1.0,0.0,0.0,2.0,Electricity,Office,16.360715501819797,5.587922588561666
391,NonResidential,Mixed Use Property,GREATER DUWAMISH,1970,1.0,1.0,88400.0,11.0,6471427.0,0.0,4324760.0,2146845.0,0.0,144.17,45,0.0,1.0,1.0,0.0,2.0,Electricity,Mixed Use Property,15.682907353097724,4.9779054694733365
392,NonResidential,Non-Refrigerated Warehouse,NORTHWEST,1960,1.0,1.0,52311.0,93.0,1113488.0,0.0,74704.0,1038787.0,0.0,55.69,55,0.0,1.0,1.0,0.0,2.0,NaturalGas,Warehouse,13.9230088868701,4.037597828336212
395,NonResidential,Non-Refrigerated Warehouse,BALLARD,1973,1.0,1.0,52500.0,4.0,3415305.0,0.0,2558960.0,856451.0,0.0,63.32,42,0.0,1.0,1.0,0.0,2.0,Electricity,Warehouse,15.04377765165798,4.163870624870711
396,NonResidential,Non-Refrigerated Warehouse,BALLARD,1959,1.0,2.0,57300.0,54.0,4547379.0,0.0,1902611.0,2644846.0,0.0,153.73,56,0.0,1.0,1.0,0.0,2.0,NaturalGas,Warehouse,15.330061800900898,5.041681662501581
398,NonResidential,Large Office,DOWNTOWN,1916,1.0,6.0,350310.0,89.0,18586464.0,0.0,16281897.0,0.0,2304567.0,113.5,99,0.0,1.0,0.0,1.0,2.0,Electricity,Office,16.737944185617835,4.740574822994295
400,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1906,1.0,6.0,72450.0,45.0,6525887.0,0.0,6488262.0,37893.0,0.0,47.24,109,0.0,1.0,1.0,0.0,2.0,Electricity,Office,15.691287593867385,3.87618855241893
408,NonResidential,Large Office,DOWNTOWN,1926,1.0,10.0,132326.0,65.0,6664740.0,368153.0,6293695.0,3152.0,0.0,72.46,89,1.0,1.0,1.0,0.0,3.0,Electricity,Office,15.712341651124959,4.296741040391521
410,NonResidential,Hotel,DOWNTOWN,1973,1.0,19.0,272787.0,8.0,35383012.0,11846815.0,20227834.0,3309200.0,0.0,1231.19,42,1.0,1.0,1.0,0.0,3.0,Electricity,Hotel,17.38174240417788,7.1165483529818845
414,NonResidential,Large Office,DOWNTOWN,1929,1.0,15.0,151039.0,84.0,7226188.0,3018242.0,4208119.0,0.0,0.0,262.31,86,1.0,1.0,0.0,0.0,2.0,Electricity,Office,15.793222345897076,5.573332045272136
415,NonResidential,Large Office,DOWNTOWN,1985,1.0,30.0,620338.0,67.0,59124384.0,372528.0,41351881.0,17401697.0,0.0,1241.23,30,1.0,1.0,1.0,0.0,3.0,Electricity,Office,17.895154003030942,7.12466343053395
419,Campus,Mixed Use Property,DOWNTOWN,1908,1.0,4.0,137400.0,,13883385.0,0.0,13883960.0,0.0,0.0,96.79,107,0.0,1.0,0.0,0.0,1.0,Electricity,Mixed Use Property,16.446203431419228,4.5828223223241835
421,NonResidential,Other,DOWNTOWN,1996,1.0,4.0,100375.0,,7782092.0,0.0,5695854.0,2086473.0,0.0,150.52,19,0.0,1.0,1.0,0.0,2.0,Electricity,Other,15.867335883110586,5.020717629437768
432,Campus,Mixed Use Property,DOWNTOWN,1913,1.0,10.0,258497.0,,23914744.0,3386539.0,20529058.0,0.0,0.0,404.51,102,1.0,1.0,0.0,0.0,2.0,Electricity,Mixed Use Property,16.99000577227573,6.005145534163846
433,NonResidential,Retail Store,DOWNTOWN,1929,1.0,8.0,861702.0,97.0,16644664.0,0.0,16473608.0,171741.0,0.0,123.96,86,0.0,1.0,1.0,0.0,2.0,Electricity,Store,16.627600302624714,4.827993686091376
435,NonResidential,Other,DOWNTOWN,1990,1.0,6.0,1400000.0,,77164568.0,16811018.0,58718556.0,1637420.0,0.0,1793.9,25,1.0,1.0,1.0,0.0,3.0,Electricity,Other,18.16145095886766,7.492704589064096
442,NonResidential,Large Office,LAKE UNION,1947,1.0,4.0,155934.0,59.0,16760217.0,0.0,16760914.0,0.0,0.0,116.84,68,0.0,1.0,0.0,0.0,1.0,Electricity,Office,16.634518660093523,4.769327772154375
444,NonResidential,Non-Refrigerated Warehouse,GREATER DUWAMISH,2001,1.0,1.0,123061.0,61.0,1912690.0,0.0,1912769.0,0.0,0.0,13.33,14,0.0,1.0,0.0,0.0,1.0,Electricity,Warehouse,14.464021708977269,2.6623552418400807
447,NonResidential,Non-Refrigerated Warehouse,GREATER DUWAMISH,1963,1.0,1.0,106000.0,74.0,1358022.0,0.0,1358078.0,0.0,0.0,9.47,52,0.0,1.0,0.0,0.0,1.0,Electricity,Warehouse,14.12154052362893,2.3485140248824456
449,NonResidential,Large Office,LAKE UNION,1962,1.0,3.0,100082.0,25.0,16628372.0,0.0,15025980.0,1603016.0,0.0,189.88,53,0.0,1.0,1.0,0.0,2.0,Electricity,Office,16.62662101114541,5.251644958349606
451,NonResidential,Distribution Center,GREATER DUWAMISH,1960,1.0,1.0,119661.0,98.0,624180.0,0.0,621252.0,2953.0,0.0,4.49,55,0.0,1.0,1.0,0.0,2.0,Electricity,Distribution Center,13.34419566939367,1.7029282555214393
456,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1996,1.0,5.0,98055.0,76.0,6388260.0,0.0,6388525.0,0.0,0.0,44.54,19,0.0,1.0,0.0,0.0,1.0,Electricity,Office,15.669972645340865,3.8185910606355935
457,NonResidential,Large Office,LAKE UNION,2001,1.0,3.0,56041.0,1.0,15324777.0,0.0,8496089.0,6829040.0,0.0,421.92,14,0.0,1.0,1.0,0.0,2.0,Electricity,Office,16.544981553547856,6.047183035864326
469,NonResidential,Other,LAKE UNION,1928,1.0,3.0,55200.0,,11566123.0,0.0,7805540.0,3760909.0,0.0,254.16,87,0.0,1.0,1.0,0.0,2.0,Electricity,Other,16.263591038721856,5.541890799373754
470,NonResidential,Other,LAKE UNION,2003,1.0,4.0,129366.0,,40183424.0,0.0,25279926.0,14904547.0,0.0,967.81,12,0.0,1.0,1.0,0.0,2.0,Electricity,Other,17.508965155131857,6.876068514233505
471,NonResidential,Large Office,LAKE UNION,2004,1.0,6.0,86700.0,74.0,5266498.0,0.0,5266716.0,0.0,0.0,36.71,11,0.0,1.0,0.0,0.0,1.0,Electricity,Office,15.47687637337929,3.6299253112702656
474,NonResidential,Non-Refrigerated Warehouse,LAKE UNION,1914,1.0,5.0,127800.0,51.0,3060149.0,0.0,2707261.0,353000.0,0.0,37.62,101,0.0,1.0,1.0,0.0,2.0,Electricity,Warehouse,14.933974492334984,3.653770277000368
477,Campus,Other,LAKE UNION,1997,3.0,5.0,340664.0,,136241424.0,0.0,69147767.0,67096519.0,0.0,4045.53,18,0.0,1.0,1.0,0.0,2.0,Electricity,Other,18.729939053747273,8.305615002722682
480,NonResidential,Mixed Use Property,LAKE UNION,2003,1.0,5.0,109046.0,,27119380.0,0.0,18957965.0,8162202.0,0.0,565.65,12,0.0,1.0,1.0,0.0,2.0,Electricity,Mixed Use Property,17.11575919629221,6.339741829178958
488,NonResidential,Mixed Use Property,LAKE UNION,2008,1.0,5.0,282813.0,,41478700.0,0.0,30444943.0,11035021.0,0.0,798.3,7,0.0,1.0,1.0,0.0,2.0,Electricity,Mixed Use Property,17.540690624538225,6.683736344631973
496,NonResidential,Self-Storage Facility,BALLARD,1946,1.0,2.0,111445.0,,5318876.0,0.0,2926880.0,2392117.0,0.0,147.45,69,0.0,1.0,1.0,0.0,2.0,Electricity,Self-Storage Facility,15.486772748809585,5.000248201209769
497,NonResidential,Non-Refrigerated Warehouse,SOUTHWEST,1997,1.0,4.0,98475.0,81.0,1082531.0,0.0,782663.0,299900.0,0.0,21.38,18,0.0,1.0,1.0,0.0,2.0,Electricity,Warehouse,13.894813299622783,3.108167702883779
498,NonResidential,Hospital,LAKE UNION,2000,1.0,7.0,159080.0,17.0,46518024.0,0.0,27861232.0,18657952.0,0.0,1185.15,15,0.0,1.0,1.0,0.0,2.0,Electricity,Medical and Care,17.65535042985538,7.078468047108374
499,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,2008,1.0,3.0,55188.0,76.0,4476997.0,0.0,2234200.0,2242889.0,0.0,134.69,7,0.0,1.0,1.0,0.0,2.0,NaturalGas,Office,15.314463290495283,4.910372872157861
